ICO_Name_ib,Status(donghwa),Etherscan Address,ICO_Name_rt,ico_address,no_tl,Success (Y/N),Platform_ib,Type_ib,ICO start_ib,ICO end_ib,ICO_start_rt,ICO_end_rt,DistributorAddress,Single Layer,Double Layer
URAllowance,DistributorsHardtoIdentify,0x5d5f815cc79d3660b3b40817fd39af516c975d53,URAllowance,https://icobench.com/ico/urallowance,4893,Y,Ethereum,ERC20,2018-08-04,2018-09-30,,,,0.0,0.0
USAT (PreICO),NoMatch,0xbcf00d9af3e0785c2ff1954fdab1be6b58a6b12b,USAT,https://icobench.com/ico/usat,4896,Y,Ethereum,ERC20,2018-12-07,2018-01-31,,,,0.0,0.0
Usechain,transfer after ending,0xd9485499499d66b175cf5ed54c0a19f1a6bcb61a,Usechain,https://icobench.com/ico/usechain,4897,Y,Ethereum,ERC20,2018-08-08,2018-08-12,,,,0.0,0.0
Utemis,OK,0x979ebc09e55ea0ab563cf7175e4c4b1a03afc19a,,https://icobench.com/ico/utemis,4898,N,Ethereum,ERC20,2018-09-23,2018-10-14,2018-09-23,2018-10-14,0x65e5eb855b7977544b63d808f453106f9e8c0100,0.0,0.0
Utrum,NonERC20,,Utrum,https://icobench.com/ico/utrum,4900,Y,Komodo,Asset Chain,2018-04-24,2018-06-20,2018-05-20,2018-06-20,,0.0,0.0
Valena-SVCoin,transfer after ending,0x454cd0b37e1affd7b9e436e30bf9cc4e3177e322,Valena-SV (SVCoin),https://icobench.com/ico/valena-svcoin,4901,N,Ethereum,ERC20,2018-06-15,2018-07-15,,,,0.0,0.0
Vantage Token,DistributorsHardtoIdentify,0x08eb0b43604c8ef5e68f55ed3c3b0ff7864e1980,,https://icobench.com/ico/vantage-token,4904,Y,Ethereum,ERC20,2018-08-01,2018-09-15,,,,0.0,0.0
Velix.ID,ICODateSeemsWrong,0xfdfD5dB568f2eCF9b06a16116B9201b0500735B4,Velix.ID,https://icobench.com/ico/velix-id,4908,Y,Ethereum,ERC20,,,2018-04-17,2018-05-15,,0.0,0.0
VENDEX,NoMatch,,VendEx,https://icobench.com/ico/vendex,4909,N,Ethereum,ERC20,2018-03-31,2018-04-08,2018-04-21,2018-05-06,,0.0,0.0
Verasity,transfer after ending,0xdf1d6405df92d981a2fb3ce68f6a03bac6c0e41f,Verasity,https://icobench.com/ico/verasity,4913,Y,Ethereum,ERC20,2018-05-21,2018-07-11,,,,0.0,0.0
Vernam,DistributorsHardtoIdentify,0x6d908a2ef63aeac21cb2b5c3d32a145f14144b38,Vernam,https://icobench.com/ico/vernam,4914,N,Ethereum,ERC20,2018-08-20,2018-09-20,2018-06-04,2018-07-15,,0.0,0.0
Vesa Token,NoTokenTransfer,0xb1c74c1d82824428e484072069041ded079ed921,VESA,https://icobench.com/ico/vesa-token,4917,N,Ethereum,ERC20,2018-05-01,2018-05-31,,,,0.0,0.0
Vexanium,NonERC20,0x9bbbc3ed9e3fb37554c917f431b0f32315aaa9bb,Vexanium,https://icobench.com/ico/vexanium,4918,Y,Achain,ATP 1.0,2018-05-16,2018-05-31,2018-05-16,2018-06-06,,0.0,0.0
Vibeo,NoTokenTransfer,0x35d7fb8af905193bca13adb1364042878704b0e1,Vibeo,https://icobench.com/ico/vibeo,4920,N,Ethereum,ERC20,2018-03-19,2018-04-13,2018-10-02,2018-11-30,,0.0,0.0
VICECOIN,NoTokenTransfer,0x601ab10df7e6c8afada9e4a73dd07be749c7be7d,ViceCoin (VICE),https://icobench.com/ico/vicecoin,4921,Y,Ethereum,ERC20,2018-05-30,2018-06-23,,,,0.0,0.0
Vikky,transfer after ending,0xd2946be786f35c3cc402c29b323647abda799071,Vikky,https://icobench.com/ico/vikky,4924,Y,Ethereum,ERC20,2018-05-02,2018-07-31,2018-05-02,2018-07-31,,0.0,0.0
VinChain,DistributorsHardtoIdentify,0xf3e014fe81267870624132ef3a646b8e83853a96,VINchain,https://icobench.com/ico/vinchain,4925,Y,Graphene,ERC20,2018-02-01,2018-04-15,2018-02-01,2018-04-15,,0.0,0.0
Viola.AI,transfer after ending,0xd4078bdb652610ad5383a747d130cbe905911102,VIOLA.AI,https://icobench.com/ico/viola-ai,4926,Y,Ethereum,ERC20,2018-06-17,2018-07-31,,,,0.0,0.0
Vipe,NoTokenTransfer,0x47c552d3dc75656a82ae08e60d3c63eee2e5a08d,Vipe,https://icobench.com/ico/vipe,4928,N,Ethereum,ERC20,2018-03-25,2018-04-04,2018-04-06,2018-04-28,,0.0,0.0
Virtual Reality Games,NoMatch,,Virtual Reality Games,https://icobench.com/ico/virtual-reality-games,4929,N,Ethereum,ERC20,2018-03-01,2018-07-01,,,,0.0,0.0
VirUs,NoMatch,,VirUS,https://icobench.com/ico/virus,4932,Y,Ethereum,ERC20,2018-04-03,2018-07-03,2018-04-03,2018-07-03,,0.0,0.0
Vite,DistributorsHardtoIdentify,0x1b793e49237758dbd8b752afc9eb4b329d5da016,Vite,https://icobench.com/ico/vite,4933,Y,Ethereum,ERC20,2018-06-11,2018-06-30,2018-06-11,2018-07-11,,0.0,0.0
Viva Network,transfer after ending,0x8eeb9e0df7092ebe81b02447af77914482b546c5,Viva Network,https://icobench.com/ico/viva,4934,Y,Ethereum,ERC20,,,2018-06-07,2018-11-15,,0.0,0.0
VolAir,transfer after ending,0x33c52ee4bd563a26071619bc6f70146295febe8d,VolAir,https://icobench.com/ico/volair,4939,N,Ethereum,ERC20,2018-09-26,2018-11-30,2018-09-26,2018-11-30,,0.0,0.0
Vooglue,transfer after ending,0x90a78f7bf5fb207a6d40e0b373c2ce1dc24712d7,Vooglue,https://icobench.com/ico/vooglue,4941,N,Ethereum,ERC20,2018-03-21,2018-06-21,,,,0.0,0.0
Vote Coin,NoMatch,,Vote Coin,https://icobench.com/ico/vote-coin,4943,N,Ethereum,,,,2017-08-20,2017-10-20,,0.0,0.0
VOXXO,DistributorsHardtoIdentify,0x3e02b51439cb90698d54aee36bb29ff8bb76b74d,VOXXO,https://icobench.com/ico/voxxo,4945,N,Ethereum,ERC20,2017-11-01,2018-03-05,,,,0.0,0.0
VRT,NoMatch,,VRT World,https://icobench.com/ico/vrt,4947,N,Ethereum,ERC20,2018-03-14,2018-05-30,,,,0.0,0.0
VTOS,NoTokenTransfer,0xf16e132b7d7a004ebb5154e6cc32b5dbb51986e9,VTOS,https://icobench.com/ico/vtos,4948,N,Ethereum,ERC20,2018-08-20,2018-10-29,2018-09-24,2018-12-03,,0.0,0.0
Vuulr,NoTokenTransfer,0x4b96bf1fef93a216914fc843d81207a027ce52b3,Vuulr,https://icobench.com/ico/vuulr,4950,N,Ethereum,ERC20,2018-05-02,2018-05-17,,,,0.0,0.0
W Green Pay,transfer after ending,0xf9918ce795c6cdea4875a906512bbc15a7d61abd,W Green Pay,https://icobench.com/ico/w-green-pay,4951,N,ERC20,Utility,2018-10-01,2018-10-14,2018-10-01,2018-10-14,,0.0,0.0
Wall Street Coin,NoTokenTransfer,0x90b907143bfce993c554c5e62ff78be065e39858,Wall Street Coin (WSC),https://icobench.com/ico/wall-street-coin,4953,N,Ethereum,ERC20,2018-03-28,2018-04-25,2018-04-25,2018-06-20,,0.0,0.0
WallChain,NoMatch,,,https://icobench.com/ico/wallchain,4954,N,Ethereum,ERC20,2018-06-01,2018-06-24,,,,0.0,0.0
wardZ,NoMatch,,,https://icobench.com/ico/wardz,4956,N,Ethereum,,2017-08-24,2017-09-30,,,,0.0,0.0
Water to the World,NoMatch,,Water to the World (W2TW),https://icobench.com/ico/water-to-the-world,4957,N,Ethereum,ERC20,2018-03-01,2018-05-31,2018-02-15,2018-03-31,,0.0,0.0
WatermelonBlock,NonERC20,0x7a18919f0b05fa5e91f3ef43afe8a72105c9d4b8,WatermelonBlock,https://icobench.com/ico/watermelonblock,4958,Y,NEM,"NEM, ERC20",2018-07-27,2018-10-01,2018-08-27,2018-09-27,,0.0,0.0
Waves,NonERC20,,,https://icobench.com/ico/waves,4959,Y,Waves,Waves,,,,,,0.0,0.0
Wealth Migrate,transfer after ending,0x75397675225b60be633cc15aa939e21c7a026c24,Wealth Migrate (WRE),https://icobench.com/ico/wealth-migrate,4961,Y,Ethereum,ERC20,2018-04-04,2018-05-21,2018-04-04,2018-05-21,,0.0,0.0
Webercoin,,0xb4e3362ee28105cd6d99278424d2176c4f3d76ce,Webercoin,https://icobench.com/ico/webercoin,4962,N,Ethereum,ERC20,2018-05-05,2018-07-28,,,,0.0,0.0
WeBuy,NonERC20,,WeBuy,https://icobench.com/ico/webuy,4964,N,Stellar,Stellar,2018-09-11,2018-11-04,2019-01-07,2019-02-16,,0.0,0.0
WeevoCity,NoMatch,,WeevoCity,https://icobench.com/ico/weevocity,4965,N,Ethereum,ERC20,2018-03-26,2018-04-25,2018-04-26,2018-06-25,,0.0,0.0
WELL,transfer after ending,0x684e2dcb12bb755237e07242529c82f78a84ea61,WELL,https://icobench.com/ico/well,4967,Y,Ethereum,,2018-05-16,2018-06-30,2018-04-16,2018-06-30,,0.0,0.0
Welltrado,OK,0x9a0587eae7ef64b2b38a10442a44cfa43edd7d2a,Welltrado,https://icobench.com/ico/welltrado,4968,Y,Ethereum,ERC20,2018-04-30,2018-06-25,2018-04-09,2018-06-04,0x0000000000000000000000000000000000000000,0.0,0.0
WestrendCoin,ICODateSeemsWrong,0x809946eCcFd6b3B672A1Cd683FC81778C9556bbc,WestrendCoin (WES),https://icobench.com/ico/westrendcoin,4969,Y,Ethereum,ERC20,2018-07-01,2018-09-01,2018-07-01,2018-09-01,,0.0,0.0
WhaleFund,transfer after ending,0x88eded244d147c6a96b2565a3831020462fed555,,https://icobench.com/ico/whalefund,4970,N,Ethereum,ERC20,2017-11-27,2017-12-17,,,,0.0,0.0
Whalesburg,OK,0xe2ee1ac57b2e5564522b2de064a47b3f98b0e9c9,Whalesburg,https://icobench.com/ico/whalesburg,4971,Y,Ethereum,ERC20,2018-06-03,2018-06-03,2018-06-03,2018-06-03,0x8b8242ca04e571b3d03c85be81867cb9300306a6,0.0,0.0
Whitestone Coin,NoMatch,,,https://icobench.com/ico/whitestone-coin,4972,N,Ethereum,ERC20,2018-01-25,2018-04-03,,,,0.0,0.0
Whyral,NoTokenTransfer,0xcaec691284cb2d0cc5bd8987700fec8006a139fc,Whyral,https://icobench.com/ico/whyral,4973,N,Ethereum,ERC20,2018-06-03,2018-08-15,2018-04-15,2018-08-15,,0.0,0.0
WikiBits,DistributorsHardtoIdentify,0x0df9db1e0dc3abf5a2011181a9de4f9325631ff6,WIKIBITS,https://icobench.com/ico/wikibits,4974,N,Ethereum,ERC-20,2018-03-15,2018-04-30,2018-02-14,2018-02-20,,0.0,0.0
WindEnergyMining,NoMatch,,Wind Energy Mining,https://icobench.com/ico/windenergymining,4976,N,Ethereum,ERC20,2018-03-20,2018-04-20,,,,0.0,0.0
WINiota,OK,0x671eacfcf13ab1a7225ce7a32b32ff0682df00a2,WINiota,https://icobench.com/ico/winiota,4978,N,Ethereum,ERC20,2018-07-01,2018-09-01,2018-08-01,2018-09-01,0x0000000000000000000000000000000000000000,0.0,0.0
WisePass,transfer after ending,0x77761e63c05aee6648fdaeaa9b94248351af9bcd,WisePass,https://icobench.com/ico/wisepass,4980,N,Ethereum,ERC20,2018-06-10,2018-08-10,2018-06-10,2018-08-10,,0.0,0.0
WITCOIN,OK,0x9e7e5b5651e826B301A9567a5Bb950a42bb17904,Witcoin,https://icobench.com/ico/witcoin,4982,N,Ethereum,ERC20,2017-10-17,2017-11-06,2017-10-15,2017-11-05,0x057afd5422524d5ca20218d07048300832323360,0.0,0.0
Wixlar Coin ICO,transfer after ending,0x7ba19b7f7d106a9a1e0985397b94f38eee0b555e,Wixlar,https://icobench.com/ico/wixlar-coin-ico,4983,Y,Ethereum,ERC20,2018-04-15,2018-09-30,,,,0.0,0.0
Wizebit,NonERC20,,,https://icobench.com/ico/wizebit,4984,N,WizeBit,ERC20,2018-06-17,2018-07-27,,,,0.0,0.0
Wizzle Infinity,OK,0xb8327f32127afe37a544c52b628653e222a93bad,Wizzle,https://icobench.com/ico/wizzle-infinity,4985,Y,Ethereum,ERC20,2018-03-01,2018-04-13,,,0xce75e5aa182ee99ea1be60aa13b3f2eed172730e,0.0,0.0
WMpro,NoTokenTransfer,0x687a790e4e94a8abf9952aed635c80a5540d7e5c,WmPro,https://icobench.com/ico/wmpro,4986,N,Ethereum,ERC20,2018-07-20,2018-10-31,2018-07-20,2018-10-31,,0.0,0.0
WorldWiFi,NoMatch,,World Wi-Fi,https://icobench.com/ico/worldwifi,4992,Y,Ethereum,ERC223,2018-04-18,2018-05-18,2018-04-18,2018-05-18,,0.0,0.0
WRIO,NoMatch,,,https://icobench.com/ico/wrio,4994,N,Ethereum,ERC20,2018-07-31,2018-10-31,,,,0.0,0.0
WTO Foundation,NoTokenTransfer,0xe3bb492b653dbc5cd7bb4a838eeaf17d6ff6291a,WTO Foundation,https://icobench.com/ico/wto-foundation,4995,N,Ethereum,ERC20,2018-03-30,2018-04-30,2018-05-26,2018-06-18,,0.0,0.0
XBIT,NoTokenTransfer,0x1778329b33e0cf5d3cdb869d534353ef995dfd5a,,https://icobench.com/ico/xbit,4997,N,Ethereum,ERC20,2018-07-10,2018-07-24,,,,0.0,0.0
XcelR,NonERC20,,,https://icobench.com/ico/xcelr,5000,N,PoW,PoW,2018-08-01,2018-09-30,,,,0.0,0.0
XchangeRate,OK,0x0e75235647330b5e13cad9115254c4b8e16272f8,XchangeRate,https://icobench.com/ico/xchangerate,5001,Y,Ethereum,ERC20,2018-03-20,2018-04-05,2018-04-12,2018-05-09,0x95a3ef92b212c7e3ba66e513148a5cb77d84aea7,0.0,0.0
xDAC,NonERC20,,XDAC,https://icobench.com/ico/xdac,5002,Y,xDAC,,2018-06-01,2018-06-30,,,,0.0,0.0
XefoCoin,NoMatch,,XefoCoin,https://icobench.com/ico/xefocoin,5003,N,Ethereum,ERC20,2018-04-15,2018-07-15,2018-04-15,2018-07-15,,0.0,0.0
Xenchain,DistributorsHardtoIdentify,0x4cfe597e2922790353a093a1de4f6b47a4bb3f44,Xenchain,https://icobench.com/ico/xenchain,5004,N,Ethereum,ERC20,2018-08-01,2018-08-15,,,,0.0,0.0
Xenia Lending Coin,OK,0x4bb98d82fd0058e1ce97b71dc5c54b6d98c8c531,,https://icobench.com/ico/xenia-lending-coin,5005,N,Ethereum,ERC20,2018-05-26,2018-06-23,,,0x4bb98d82fd0058e1ce97b71dc5c54b6d98c8c531,0.0,0.0
XENT Chain,NonERC20,,XENT,https://icobench.com/ico/xent-chain,5006,N,Waves,Waves,2018-03-26,2018-04-26,,,,0.0,0.0
XENTAVO,NoTokenTransfer,0xbc8ebf095c5cd01843de9dae8abbd2220d96194c,XENTAVO,https://icobench.com/ico/xentavo,5007,N,Ethereum,ERC223,2018-04-01,2018-05-31,,,,0.0,0.0
XferMoney,OK,0xb22ad94fa9b67513382b78507945666eb98eb24e,Xfermoney,https://icobench.com/ico/xfermoney,5008,N,Ethereum,ERC20,2018-02-16,2018-03-31,2018-02-16,2018-03-31,0x531c85740180f906a6685e9f6fb8de9f994e5ef6,0.0,0.0
XInfinity,NoMatch,,X Infinity,https://icobench.com/ico/xinfinity,5009,Y,Ethereum,ERC20,2018-08-08,2018-08-31,,,,0.0,0.0
Xmoneta,DistributorsHardtoIdentify,0x99705A8B60d0fE21A4B8ee54DB361B3C573D18bb,XMoneta,https://icobench.com/ico/xmoneta,5010,Y,Ethereum,ERC20,2018-03-13,2018-05-31,2018-03-13,2018-05-31,,0.0,0.0
XRED,OK,0x99dd050072f6655a8ee3d59fea69b4542a66ad82,,https://icobench.com/ico/xred,5012,N,Ethereum,,2017-11-01,2017-12-15,,,0x0000000000000000000000000000000000000000,0.0,0.0
Xriba,OK,0x7025bab2ec90410de37f488d1298204cd4d6b29d,Xriba,https://icobench.com/ico/xriba,5013,Y,Ethereum,ERC20,2018-05-23,2018-07-07,2018-05-23,2018-06-24,0xc1cf194c1449713bf811a93f4e1a6211c1713e34,0.0,0.0
XRONOS,NoMatch,,,https://icobench.com/ico/xronos,5014,Y,Ethereum,,2017-11-21,2017-12-21,,,,0.0,0.0
XRT,transfer after ending,0x37d404a072056eda0cd10cb714d35552329f8500,XRT,https://icobench.com/ico/xrt,5015,Y,Ethereum,ERC20,2018-07-11,2018-08-30,2018-07-11,2018-08-30,,0.0,0.0
XTRD,transfer after ending,0x9c794f933b4dd8b49031a79b0f924d68bef43992,,https://icobench.com/ico/xtrd,5017,Y,Ethereum,ERC20,2018-02-20,2018-03-31,,,,0.0,0.0
XYO Network,DistributorsHardtoIdentify,0x55296f69f40ea6d20e478533c15a6b08b654e758,XYO Network,https://icobench.com/ico/xyo-network,5018,Y,Ethereum,ERC20,2018-03-20,2018-05-20,2018-03-20,2018-05-20,,0.0,0.0
Yamzu (PreICO),NoMatch,,Yamzu,https://icobench.com/ico/yamzu,5019,Y,Ethereum,ERC20,,,,,,0.0,0.0
yappadappadoo,NoMatch,,,https://icobench.com/ico/yappadappadoo,5021,N,Ethereum,ERC20,2018-06-04,2018-08-04,,,,0.0,0.0
Yield Coin,transfer after ending,0x69a8ba8be83eb94131140937c4554a93d2b5bc25,Yield Coin,https://icobench.com/ico/yield-coin,5025,Y,Ethereum,ERC20,2018-03-01,2018-05-31,2018-03-01,2018-05-31,,0.0,0.0
Yizoot,NoMatch,,YIZOOT,https://icobench.com/ico/yizoot,5027,N,Ethereum,ERC20,2018-04-30,2018-06-26,,,,0.0,0.0
Yodse,OK,0xd21b8a63a9d09660673ef57ca96cd6ca483cc9df,Yodse,https://icobench.com/ico/yodse,5028,N,Ethereum,ERC20,2018-05-20,2018-07-30,2018-05-20,2018-07-30,0xaf0e4382cb75b457da210e6c87b8ce7caba45cc0,0.0,0.0
ySign,OK,0xe02506134dde171d9fc5d1fbc408da9b2c0633f7,ySign,https://icobench.com/ico/ysign,5032,N,Ethereum,ERC20,2018-03-21,2018-05-04,2018-04-19,2018-05-04,0xe1f6b5a460091c74f4970b704769bcaabeedc867,0.0,0.0
Yuan Developers Coin,NoMatch,,,https://icobench.com/ico/yuan-developers-coin,5033,N,Ethereum,ERC20,2018-07-02,2018-08-02,,,,0.0,0.0
Yumerium,ICODateSeemsWrong,0x7f4404db6a3f4d3cfb41d5920d81d44d64759235,Yumerium,https://icobench.com/ico/yumerium,5034,Y,Ethereum,ERC20,2018-09-26,2018-10-10,2018-09-26,2018-10-10,,0.0,0.0
Zealeum,OK,0x7122b033c6a2ba888b4157babbbc655770fcc064,Zealeum,https://icobench.com/ico/zealeum,5037,N,Ethereum,ERC20,2018-04-12,2018-09-01,,,0xf16b6bb718d08849cf8f5b09808b6a3f9af1d947,0.0,0.0
Zebi,OK,0x2008e3057bd734e10ad13c9eae45ff132abc1722,Zebi,https://icobench.com/ico/zebi,5038,Y,Ethereum,ERC20,2018-03-05,2019-03-31,2018-03-05,2018-03-31,0x0000000000000000000000000000000000000000,0.0,0.0
Zeew,ICODateSeemsWrong,0x6278ae7b2954ba53925ea940165214da30afa261,ZEEW,https://icobench.com/ico/zeew,5039,N,Ethereum,ERC20,2018-05-14,2018-08-20,,,,0.0,0.0
Zeon Network,NonERC20,0xe5b826ca2ca02f09c1725e9bd98d9a8874c30532,Zeon Network,https://icobench.com/ico/zeon-network,5041,Y,Custom,ERC20,2018-06-08,2018-10-01,2018-06-08,2018-10-01,,0.0,0.0
ZeroEdge.Bet,NoMatch,,ZeroEdge,https://icobench.com/ico/zeroedge-bet,5043,Y,Ethereum,ERC20,,,,,,0.0,0.0
ZeroState,NoMatch,,ZeroState,https://icobench.com/ico/zerostate,5044,Y,Ethereum,ERC20,2018-03-21,2018-08-31,2018-06-21,2018-08-31,,0.0,0.0
Ziggurat Token,OK,0xe760a89967d8c7fa638eebfc15a77ba107674021,,https://icobench.com/ico/ziggurat-token,5046,Y,Ethereum,ERC20,2017-11-20,2018-04-19,,,0xe760a89967d8c7fa638eebfc15a77ba107674021,0.0,0.0
ZoneX eSports Platform,NoTokenTransfer,0xe16d806bfaf81f29bbfd6ca4b87ea38341d2b008,ZoneX eSports Platform (ZNX),https://icobench.com/ico/zonex-esports-platform,5049,N,Ethereum,ERC20,,,2018-04-16,2018-05-06,,0.0,0.0
ZPER,transfer after ending,0xb5b8f5616fe42d5ceca3e87f3fddbdd8f496d760,ZPER,https://icobench.com/ico/zper,5050,Y,Ethereum,ERC20,2018-03-17,2018-05-02,2018-04-23,2018-05-23,,0.0,0.0
Zue,DistributorsHardtoIdentify,0xd07949b0eacfb622c84bd8011aa0e8d7bc7e5302,Zue,https://icobench.com/ico/zue,5051,Y,Ethereum,ERC20,2018-08-28,2018-09-30,2018-09-27,2018-10-30,,0.0,0.0
Zuflo,transfer after ending,0x19fFfd124CD9089E21026d10dA97f8cD6B442Bff,Zuflo,https://icobench.com/ico/zuflo,5052,Y,Ethereum,ERC20,2018-05-01,2018-05-30,2018-05-01,2018-05-30,,0.0,0.0
Zupply,transfer after ending,0xf5d161f170cb657a91216bebe3cdfc7738856b4d,Zupply,https://icobench.com/ico/zupply,5053,N,Ethereum,ERC20,2018-03-10,2018-04-21,2018-03-10,2018-04-21,,0.0,0.0
ZXC Exchange,NonERC20,,,https://icobench.com/ico/zxc-exchange,5055,N,POS,X11,2018-03-18,2018-05-30,,,,0.0,0.0
Bitsoko,DistributorsHardtoIdentify,0xb72627650f1149ea5e54834b2f468e5d430e67bf,Bitsoko (BITS),https://icobench.com/ico/bitsoko,5059,N,Ethereum,ERC20,2017-12-01,2018-05-01,2018-07-01,2018-07-31,,0.0,0.0
C3C.Network (PreICO),OK,0x18ff9965720191b169a7b268974533a8fbbd0113,C3C.Network,https://icobench.com/ico/c3c-network,5061,N,Ethereum,ERC20,2018-08-16,2018-10-30,,,0xdfdc52e5c08840aa061f605e6fb9d97deaec05ea,25.0,30243.0
Citicoin,NonERC20,,,https://icobench.com/ico/citicoin,5062,N,Waves,,2019-02-01,2019-03-01,,,,0.0,0.0
CryptoDime,OK,0x6287f59eb93c85b02b0d7ce11b5df51823275eb5,CryptoDime,https://icobench.com/ico/cryptodime,5064,Y,Ethereum,ERC20,2018-03-11,2018-04-30,,,0xc7572c42e538f80922b9c52e236502c948a081e4,0.0,124.0
Dubtokens,NoMatch,,dubtokens,https://icobench.com/ico/dubtokens,5066,N,Ethereum,ERC20,,,,,,0.0,0.0
EventJoin,NonERC20,,EventJoin,https://icobench.com/ico/eventjoin,5069,N,Stellar,,2018-05-11,2018-08-09,2018-05-14,2018-08-09,,0.0,0.0
FactR,NonERC20,,FactR,https://icobench.com/ico/factr,5070,N,Stellar,Stellar,2018-06-01,2018-10-01,,,,0.0,0.0
FitVitalik,NoMatch,,FitVitalik,https://icobench.com/ico/fitvitalik,5071,N,Ethereum,ERC20,,,2017-11-25,2017-12-08,,0.0,0.0
Idea Jump,NonERC20,,Idea Jump (iJproject),https://icobench.com/ico/idea-jump,5073,N,Waves,,2017-12-01,2018-04-30,2017-12-01,2018-04-30,,0.0,0.0
Ivyn,NoTokenTransfer,0xb724e994a0f9af7570eacf94d17185465a0bdd21,IVYN,https://icobench.com/ico/ivyn,5075,N,Ethereum,ERC20,2018-06-01,2018-07-31,2018-06-01,2018-09-30,,0.0,0.0
MoxyOne,NoMatch,,MoxyOne,https://icobench.com/ico/moxyone,5080,N,Ethereum,ERC20,2018-02-08,2018-04-15,2018-03-15,2018-04-15,,0.0,0.0
Nedviga,NoTokenTransfer,0xfb81367fe449f35441a9a49c99dee79b29d3f1c3,Nedviga,https://icobench.com/ico/nedviga,5081,N,Ethereum,ERC20,2018-03-01,2018-03-31,2018-03-01,2018-03-31,,0.0,0.0
Octobase,NoMatch,,Octobase (OEP),https://icobench.com/ico/octobase,5082,N,Ethereum,ERC20,2018-03-15,2018-09-15,2018-03-15,2018-09-15,,0.0,0.0
OID  - Opioid Token,OK,0x4d38521d7c2e104932fa567d8d55c62af65b9248,,https://icobench.com/ico/oid-opioid-token,5083,N,Ethereum,ERC20,2018-03-08,2018-08-11,,,0x0000000000000000000000000000000000000000,0.0,0.0
Prime-Ex Perpetual,transfer after ending,0x55c2a0c171d920843560594de3d6eecc09efc098,prime-ex,https://icobench.com/ico/prime-ex-perpetual,5086,N,Ethereum,ERC20,,,,,,0.0,0.0
PropertyClub,NoMatch,,,https://icobench.com/ico/propertyclub,5088,N,Ethereum,ERC20,2018-05-01,2018-06-15,,,,0.0,0.0
Pulsar,NoMatch,,Pulsar,https://icobench.com/ico/pulsar,5089,Y,Ethereum,,2017-11-13,2018-05-13,2017-11-13,2018-05-13,,0.0,0.0
RealtyCoin,OK,0xb8595127620e4b9b5a11cda75766ab87a0e2cd7f,,https://icobench.com/ico/realtycoin,5090,N,,,2017-11-17,2018-01-31,,,0x4d489874546e9e0568e586617abe0bbf5180c0ca,0.0,0.0
Retail Coin,transfer after ending,0xb6ca1f1126a9d9a0a4d03e3c8800290a4c88eea1,RetailCoin,https://icobench.com/ico/retail-coin,5091,N,Ethereum,ERC-20,2018-04-15,2018-06-14,,,,0.0,0.0
Victortokens,NoMatch,,,https://icobench.com/ico/victortokens,5096,N,Ethereum,ERC20,2018-07-18,2018-11-30,,,,0.0,0.0
VL Coin,OK,0x0bdbc0748ba09fbe9e9ed5938532e41446c2f033,,https://icobench.com/ico/vl-coin,5097,N,Ethereum,ERC20,2018-02-15,2018-04-15,,,0xdd889ea6a176cacfb6e35d2414952940eef3bdbd,0.0,0.0
0penProductDB,NoMatch,,,https://icobench.com/ico/0penproductdb,5099,Y,Ethereum,ERC20,2018-04-16,2018-05-28,,,,0.0,0.0
1KCoin,NonERC20,,,https://icobench.com/ico/1kcoin,5100,N,Waves,Waves,2018-03-01,2018-04-30,,,,0.0,0.0
22x Fund,ICODateSeemsWrong,0x0073e5e52e2b4fe218d75d994ee2b3c82f9c87ea,22X Fund,https://icobench.com/ico/22x-fund,5101,Y,Ethereum,ERC-20,2018-03-09,2018-03-23,,,,0.0,0.0
ABL,NoMatch,,,https://icobench.com/ico/abl,5105,N,Ethereum,ERC20,2018-04-15,2018-05-15,,,,0.0,0.0
AIDA,NoMatch,,AIDA Service,https://icobench.com/ico/aida,5106,N,Ethereum,ERC20,2018-02-28,2018-05-25,2018-02-28,2018-05-25,,0.0,0.0
Airforce Mining,OK,0xF4c3e820100a55Ed4B0d815AB7DC3Ec88e8055c8,Airforce Mining,https://icobench.com/ico/airforce-mining,5107,N,Ethereum,ERC20,2018-05-01,2018-06-01,2018-05-01,2018-08-01,,0.0,0.0
Airswap,OK,0x27054b13b1b798b345b591a4d22e6562d47ea75a,AirSwap,https://icobench.com/ico/airswap,5108,Y,,ERC20,2017-10-10,2017-10-11,,,0x0b7bde66ae610c48e576671db31739e3943c2d38,0.0,0.0
AMCHART,transfer after ending,0x71d0495f43e65a08953022ccac33dd9ff193932b,Amchart,https://icobench.com/ico/amchart,5111,N,Ethereum,ERC20,2018-04-01,2018-04-30,2018-04-01,2018-04-30,,0.0,0.0
Avatara,OK,0x9653b504a33fe5d2434af7ccacfcd4304862b23a,Avatara,https://icobench.com/ico/avatara,5115,N,Ethereum,ERC20,2018-08-01,2018-10-15,,,0x9653b504a33fe5d2434af7ccacfcd4304862b23a,0.0,0.0
BaaSid,transfer after ending,0x3e65e1eefde5ea7ccfc9a9a1634abe90f32262f8,BaaSid,https://icobench.com/ico/baasid,5116,Y,Ethereum,ERC20,2018-03-22,2018-03-30,2018-04-15,2018-05-31,,0.0,0.0
Bayan Token,transfer after ending,0x68d3af29a900d21d092778a9d0aa4f73b1367141,Bayan Token,https://icobench.com/ico/bayan-token,5117,N,Ethereum,ERC20,2018-06-27,2018-10-27,2018-06-27,2018-10-27,,0.0,0.0
