STARTUP NAME,Status,DistributorAddress,DistributorAddress2,Single Layer,Double Layer
Credits,AlreadyinPreviousFile,,,0.0,0.0
Crestonium,OK,0x0ad5b8b5c4c1922a55f4b3b732d07ffee72edd2e,,0.0,0.0
CriptoHub,OK,"0x93c2af2348086fe0ffb4d668a541b6c25ab6eacf,0x187fe8f0ba52cf59a3a1e13fe8f5e5e2df05103e",,0.0,0.0
Cromacoin,NoMatch,,,0.0,0.0
Cronuscoin,NoMatch,,,0.0,0.0
Crosspays,NoTokenTransfer,,,0.0,0.0
CrowdShareMining,OK,0xff22ae176b2e0afc1e55528607d7e56c002a8839,,0.0,0.0
Crowdif,NoMatch,,,0.0,0.0
Crowdvilla,,,,0.0,0.0
CruCoins,NoMatch,,,0.0,0.0
Cruisebit,transfer after ending,,,0.0,0.0
Cryde,ICODateSeemsWrong,,,0.0,0.0
Crypt ON,NoTokenTransfer,,,0.0,0.0
CryptF,transfer after ending,,,0.0,0.0
CryptalDash,transfer after ending,,,0.0,0.0
Cryptassist,NonERC20,,,0.0,0.0
Cryptelo,NoMatch,,,0.0,0.0
Crypterra,OK,0x45be7a4b25aaea7af8a492b051225dbb7da155fd,,0.0,0.0
Cryptfunder,OK,"0xeba4ce0d799fe901f3af52c0e0f088d026b11c81,0x56d215183e48881f10d1faeb9325cf02171b16b7",,0.0,0.0
Cryptics (PreICO),NoTokenTransfer,,,0.0,0.0
Crypto Angel,DistributorsHardtoIdentify,,,0.0,0.0
Crypto Asset Rating,NoMatch,,,0.0,0.0
Crypto Brokerage,NoMatch,,,0.0,0.0
Crypto Cashback Rebate,NoMatch,,,0.0,0.0
Crypto Circle eXchange,NoTokenTransfer,,,0.0,0.0
Crypto Credit Card,ICODateSeemsWrong,,,0.0,0.0
Crypto Hunt Game,NoTokenTransfer,,,0.0,0.0
Crypto Noda,NoTokenTransfer,,,0.0,0.0
Crypto'n'Kafe,NoTokenTransfer,,,0.0,0.0
CryptoAds,OK,0x731b5093f6902ea640d0982b50af4b36fe466763,,2.0,0.0
CryptoBnB,OK,0x225a94650d370268546e53719c740732d7126c45,,0.0,0.0
CryptoCasher,NoTokenTransfer,,,0.0,0.0
CryptoCurve (PreICO),NonERC20,,,0.0,0.0
CryptoDime,OK,0xc7572c42e538f80922b9c52e236502c948a081e4,,0.0,124.0
CryptoFlix,NoMatch,,,0.0,0.0
CryptoGlobal Markets,NoTokenTransfer,,,0.0,0.0
CryptoHIT,NoTokenTransfer,,,0.0,0.0
CryptoHawk,NoMatch,,,0.0,0.0
CryptoISBN,NoTokenTransfer,,,0.0,0.0
CryptoKami,NonERC20,,,0.0,0.0
CryptoLeaf (PreICO),transfer after ending,,,0.0,0.0
CryptoLink Network,OK,0x8f71659fb57e6c6be3ab563d0dd45101235ae762,,0.0,0.0
CryptoMillionsLotto,NoTokenTransfer,,,0.0,0.0
CryptoNationz,NoTokenTransfer,,,0.0,0.0
CryptoRobotics,DistributorsHardtoIdentify,,,0.0,0.0
CryptoSoul,ICODateSeemsWrong,,,0.0,0.0
CryptoStarter,NoMatch,,,0.0,0.0
CryptoWorld,transfer after ending,,,0.0,0.0
Cryptocoin Insurance,NoMatch,,,0.0,0.0
Cryptofitnessclub,NoTokenTransfer,,,0.0,0.0
Cryptoindex,NoMatch,,,0.0,0.0
Cryptonia Poker,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Cryptonity,DistributorsHardtoIdentify,,,0.0,0.0
CryptonsGame (PreICO),NoTokenTransfer,,,0.0,0.0
Cryptopus,NoTokenTransfer,,,0.0,0.0
Cryptoriya,OK,0xdece7451ebee92bc6a4b97f358bb5f6e87ee102d,,0.0,0.0
Cryptoscene,NonERC20,,,0.0,0.0
Cryptosolartech,OK,0x1b91518648f8f153ce954a18d53bef5047e39c73,,0.0,0.0
Cryptov8 (PreICO),OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Cryptoveno,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Cryptoya,NoTokenTransfer,,,0.0,0.0
Cryptune,OK,0x1237f026023f7e82e9749507f7272b4aef6a7646,,1.0,1.0
Cryptyk,NoTokenTransfer,,,0.0,0.0
Cube Chain,DistributorsHardtoIdentify,,,0.0,0.0
Cubomania,transfer after ending,,,0.0,0.0
Cuprum,NoMatch,,,0.0,0.0
Curaizon,NoTokenTransfer,,,0.0,0.0
CurrenExchange,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Current,NoMatch,,,0.0,0.0
Current X Change,,,,0.0,0.0
Custom Deal (PreICO),transfer after ending,,,0.0,0.0
CyBit,NoTokenTransfer,,,0.0,0.0
CyClean,OK,0xf835bf0285c99102eaedd684b4401272ef36af65,,0.0,0.0
Cyber Capital Invest,NoTokenTransfer,,,0.0,0.0
CycloShieldCoin,NoTokenTransfer,,,0.0,0.0
Cyphr Coin,NoTokenTransfer,,,0.0,0.0
CyteCoin,NoTokenTransfer,,,0.0,0.0
D-Zone,OK,0x3f4448ce95b4adb86985a833c84b38e4b70b7956,,2.0,0.0
DACC,DistributorsHardtoIdentify,,,0.0,0.0
DACSEE,transfer after ending,,,0.0,0.0
DAEX,DistributorsHardtoIdentify,,,0.0,0.0
DAGNet,OK,0x507c5d74a09a4e419cc020d5dc7cf0680354ba79,,0.0,0.0
DAGT,transfer after ending,,,0.0,0.0
DANS,transfer after ending,,,0.0,0.0
DAOstack,AlreadyinPreviousFile,,,0.0,0.0
DATO,NoMatch,,,0.0,0.0
DATx,AlreadyinPreviousFile,,,0.0,0.0
DAV,,,,0.0,0.0
DCC,ICODateSeemsWrong,,,0.0,0.0
DCX,NoTokenTransfer,,,0.0,0.0
DCentral Capital,NonERC20,,,0.0,0.0
DCoin,NonERC20,,,0.0,0.0
DDToken,NoTokenTransfer,,,0.0,0.0
DEEP AERO,OK,0xbed908dc39c34125314f2141079b5ffadb270300,,0.0,0.0
DICEGAME,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
DINNGO,,,,0.0,0.0
DISCIPLINA by TeachMePlease,,,,0.0,0.0
DIW Token,OK,0x1282b35ebaeb933ff5199e814be6bf0924a8a6fd,,0.0,0.0
DOX.NETWORK,OK,0xf7f6c903467c0c8b9cf7c9d9ea8e24ba54d3badd,,0.0,0.0
DPLAY.GG,NoTokenTransfer,,,0.0,0.0
DRCG,NoTokenTransfer,,,0.0,0.0
DRIVR Network,OK,0xb43ce355b21d9af19953fa20cb7e3b1946e4650f,,0.0,0.0
DST,transfer after ending,,,0.0,0.0
DUCATUR,DistributorsHardtoIdentify,,,0.0,0.0
Dacxi,NoMatch,,,0.0,0.0
Dank Signals,transfer after ending,,,0.0,0.0
Daox,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
DarcMatter Coin,NonERC20,,,0.0,0.0
Darenta,NoMatch,,,0.0,0.0
Darico,transfer after ending,,,0.0,0.0
Dashlite,NoTokenTransfer,,,0.0,0.0
DatEat,transfer after ending,,,0.0,0.0
DataXchain,NoTokenTransfer,,,0.0,0.0
Datareum,OK,0x451d4994cd2f2f691632b3d574e4a3d69c8cd7c6,,0.0,0.0
Datbit,OK,0x745e1ad35d210359829deaff3ee9740f54b746a6,,0.0,0.0
DateCoin,transfer after ending,,,0.0,0.0
DaxBase,OK,0xf7442449cff3aa74b133367308503f4223c7cfb0,,0.0,0.0
Dbrain,NoTokenTransfer,,,0.0,0.0
DeFund Project,,,,0.0,0.0
DeStream,NonERC20,,,0.0,0.0
Decem (PreICO),NoMatch,,,0.0,0.0
Decentralend - JUST PRIORITY LISTING,NoTokenTransfer,,,0.0,0.0
Decentralized News Network,NoTokenTransfer,,,0.0,0.0
Decibels,OK,0xe2a884ea3eee4e2106e7229d5f1b7e328684542f,,0.0,0.0
Declub,NoTokenTransfer,,,0.0,0.0
DeepWater Treasure Recovery,NoTokenTransfer,,,0.0,0.0
Dein Anteil,NoTokenTransfer,,,0.0,0.0
Dentix,NoTokenTransfer,,,0.0,0.0
Descrow,NoMatch,,,0.0,0.0
DestineyAI,NonERC20,,,0.0,0.0
Develop[crypto],NoMatch,,,0.0,0.0
Dibbs,NoMatch,,,0.0,0.0
DigiDex,NoTokenTransfer,,,0.0,0.0
Digipay Network,NoTokenTransfer,,,0.0,0.0
Digital Credit,NoMatch,,,0.0,0.0
Digital Gold,NoTokenTransfer,,,0.0,0.0
Digital Ticks,,,,0.0,0.0
Digiters Network,NoMatch,,,0.0,0.0
Digitize,NoTokenTransfer,,,0.0,0.0
Dinnerful Network,DistributorsHardtoIdentify,,,0.0,0.0
Dipitto,NoTokenTransfer,,,0.0,0.0
DirectHome,NoMatch,,,0.0,0.0
Ditry Coin,NoMatch,,,0.0,0.0
Dizcovery Network,NoMatch,,,0.0,0.0
Dlex,NoTokenTransfer,,,0.0,0.0
DocTailor,AlreadyinPreviousFile,,,0.0,0.0
Docademic,AlreadyinPreviousFile,,,0.0,0.0
Docnota,NoTokenTransfer,,,0.0,0.0
DogRacing,NoTokenTransfer,,,0.0,0.0
Dollero Technology,,,,0.0,0.0
Dolos,NoMatch,,,0.0,0.0
DomusCoins,transfer after ending,,,0.0,0.0
Dopamine,NoMatch,,,0.0,0.0
Dorado,AlreadyinPreviousFile,,,0.0,0.0
Double Land,NoTokenTransfer,,,0.0,0.0
DreamBit,NoTokenTransfer,,,0.0,0.0
DreamTeam,transfer after ending,,,0.0,0.0
Driiven,NoMatch,,,0.0,0.0
Drivero,NoTokenTransfer,,,0.0,0.0
Dubtokens,NoMatch,,,0.0,0.0
Dusk Network,NonERC20,,,0.0,0.0
DxChain,DistributorsHardtoIdentify,,,0.0,0.0
Dynatiq,DistributorsHardtoIdentify,,,0.0,0.0
Dysnomia,NoTokenTransfer,,,0.0,0.0
E2C,DistributorsHardtoIdentify,,,0.0,0.0
ECKO Coin,NonERC20,,,0.0,0.0
ECX Exchange,OK,0x5e20042f16a1c481636aaf013baa886db48f8fa3,,3.0,0.0
EDEN,AlreadyinPreviousFile,,,0.0,0.0
EGold,NoTokenTransfer,,,0.0,0.0
ELAMACHAIN,NoTokenTransfer,,,0.0,0.0
ELCoin,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
ELIGMA,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
ELPIS,transfer after ending,,,0.0,0.0
EMMARES,OK,"0xad97af045f815d91621040809f863a5fb070b52d,0x2821fb31998e60d220ff52af6299872f25a3e149",,0.0,0.0
ENDO Protocol,NonERC20,,,0.0,0.0
ENTRY,NonERC20,,,0.0,0.0
EOSex,NonERC20,,,0.0,0.0
EQI,Project has been listed without team's consent,,,0.0,0.0
EQUI,NoMatch,,,0.0,0.0
ETH Travel,NoTokenTransfer,,,0.0,0.0
ETHernitymining,ICODateSeemsWrong,,,0.0,0.0
EVEN,NoMatch,,,0.0,0.0
EVO,DistributorsHardtoIdentify,,,0.0,0.0
EWA,NoMatch,,,0.0,0.0
EXCHAIN,NoMatch,,,0.0,0.0
EXIMCHAIN,AlreadyinPreviousFile,,,0.0,0.0
EXTRADECOIN (PreICO),transfer after ending,,,0.0,0.0
EXXO,NoTokenTransfer,,,0.0,0.0
EZYcount,NoMatch,,,0.0,0.0
Eastads Credits,DistributorsHardtoIdentify,,,0.0,0.0
EasyLife,transfer after ending,,,0.0,0.0
EatMeCoin,AlreadyinPreviousFile,,,0.0,0.0
EcoToken Blockchain,NoTokenTransfer,,,0.0,0.0
Ecoingot,,,,0.0,0.0
Effect.AI,NonERC20,,,0.0,0.0
Egretia,transfer after ending,,,0.0,0.0
Ehalal,transfer after ending,,,0.0,0.0
EiraCube,NoMatch,,,0.0,0.0
EjaCoin,NoMatch,,,0.0,0.0
EkkBaz,OK,0x43f27b4f518555ff5612ae248b51c1edf76884f2,,0.0,0.0
Ekspa,NoMatch,,,0.0,0.0
Elastos,NonERC20,,,0.0,0.0
Electron World Money,OK,0xb93489b75a0cf3bf5a380ab3c986482d15a9ef56,,0.0,0.0
Elementh,,,,0.0,0.0
Elepig,OK,0x71484afcf439c58204e0ba95058252b8f9c951b5,,0.0,0.0
Elisia,DistributorsHardtoIdentify,,,0.0,0.0
Elysian,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Emiba,,,,0.0,0.0
Empire Card,NoTokenTransfer,,,0.0,0.0
Emyron Coin,NoMatch,,,0.0,0.0
EnGameChain,NoTokenTransfer,,,0.0,0.0
Enecuum,OK,"0x0000000000000000000000000000000000000000,0xdf26369b419013cba54eb859daff6f8bc167618b",,0.0,0.0
Energy Premier (PreICO),NoTokenTransfer,,,0.0,0.0
Engagement Token,transfer after ending,,,0.0,0.0
Engyo,NoMatch,,,0.0,0.0
Eniac Network,NoTokenTransfer,,,0.0,0.0
Enkidu,,,,0.0,0.0
Enkronos,ICODateSeemsWrong,,,0.0,0.0
Enlte,NonERC20,,,0.0,0.0
Enzed Share,NoTokenTransfer,,,0.0,0.0
EpigenCare,OK,0x95b9a60c31ab11463a63784614c9b6ec71a1a2a9,,0.0,0.0
Epocum,DistributorsHardtoIdentify,,,0.0,0.0
Equadex,NoTokenTransfer,,,0.0,0.0
Equitybase,DistributorsHardtoIdentify,,,0.0,0.0
Era Swap Token,OK,0x1be138effe5fa00b4c2d5ec62b8d555646389476,,0.0,0.0
Eroiy,NonERC20,,,0.0,0.0
Escrowblock,NoTokenTransfer,,,0.0,0.0
Essentia,,,,0.0,0.0
Estatecoin.fund,NoMatch,,,0.0,0.0
EtainPower Token ICO,DistributorsHardtoIdentify,,,0.0,0.0
Etch,NoMatch,,,0.0,0.0
Eterbank,NonERC20,,,0.0,0.0
Eternal Trusts,NoTokenTransfer,,,0.0,0.0
Ethbet,OK,0x1e932ce1e5167c4747196517783c2bc8106656f4,,0.0,0.0
Etheal,transfer after ending,,,0.0,0.0
Ethearnal,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Etheera,OK,0x470a2eb9907f216e5ce79c9ec0818f17001311c6,,3.0,0.0
EtherAce Speculation Platform,NoMatch,,,0.0,0.0
EtherCom,NoMatch,,,0.0,0.0
EtherInc,NoMatch,,,0.0,0.0
EtherJack.io,OK,0xe64d5f33e28387855d33980719f27f0d579392af,,0.0,0.0
EtherSpin,NoTokenTransfer,,,0.0,0.0
Etheraffle,NoTokenTransfer,,,0.0,0.0
Ethereum Slot Machine,transfer after ending,,,0.0,0.0
Etherisc,,,,0.0,0.0
Ethernal Heroes,AlreadyinPreviousFile,,,0.0,0.0
Etherty,transfer after ending,,,0.0,0.0
Ethoasis,OK,0xcb8b375721c7280b56e88c231cce1a2d2bc00333,,1.0,0.0
Eticket4,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Eurocoinpay,transfer after ending,,,0.0,0.0
Evareium,NonERC20,,,0.0,0.0
EventJoin,NonERC20,,,0.0,0.0
EventRabbt,NoTokenTransfer,,,0.0,0.0
Everest,NoTokenTransfer,,,0.0,0.0
EveryCoin,transfer after ending,,,0.0,0.0
EvoChain,NoTokenTransfer,,,0.0,0.0
ExToke,NoMatch,,,0.0,0.0
Exbitrade,NoMatch,,,0.0,0.0
Excoins Exchange,NoMatch,,,0.0,0.0
Excolony,NonERC20,,,0.0,0.0
Exenium,NoTokenTransfer,,,0.0,0.0
Exmo Coin,NoMatch,,,0.0,0.0
Exodius,NonERC20,,,0.0,0.0
Exolover,transfer after ending,,,0.0,0.0
Exosis,NoMatch,,,0.0,0.0
Export.Online,NoTokenTransfer,,,0.0,0.0
ExsulCoin,AlreadyinPreviousFile,,,0.0,0.0
Extrabit,OK,0xe15fb2a26fba60fd7578697462bdc7e8d8b0d4ba,,2.0,16.0
Extremium,NoTokenTransfer,,,0.0,0.0
EzCash,NoTokenTransfer,,,0.0,0.0
FAIMA,NoMatch,,,0.0,0.0
FANTOM,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
FENIX.CASH,NonERC20,,,0.0,0.0
FIC,DistributorsHardtoIdentify,,,0.0,0.0
FILLIT,SuccessButNoTokenTransfer,,,0.0,0.0
FINX,NoTokenTransfer,,,0.0,0.0
FITX,NonERC20,,,0.0,0.0
FIXY NETWORK,OK,0x800e09a697539ad9c700fcf6f41dda91149c9951,,0.0,0.0
FLOGmall,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
FLUX Token Sale,OK,0xa863f95463b8e95635fa89b95fbffcba62c00ca9,,0.0,0.0
FOAM,OK,0x3ce3b6d9372a4d761172a89cf0139129309fa0ae,,0.0,0.0
FOP Coin,NonERC20,,,0.0,0.0
FRESCO,transfer after ending,,,0.0,0.0
FReeStart (PreICO),NoMatch,,,0.0,0.0
FTCoin,NoMatch,,,0.0,0.0
FTEC,OK,0x292fdfdd7e2967fc0251e35a2ef6cba3f312dad7,,41.0,491888.0
FTKA,,,,0.0,0.0
FTW,NonERC20,,,0.0,0.0
FXPay,transfer after ending,,,0.0,0.0
Fabric Token,AlreadyinPreviousFile,,,0.0,0.0
FactR,NonERC20,,,0.0,0.0
Fair Diamond Mining,NoTokenTransfer,,,0.0,0.0
Fair Ninja,NoMatch,,,0.0,0.0
Fairgrounds,OK,0xa3db4b373b39301f6e1fdf9167349636d693406b,,0.0,0.0
Fameone,NoMatch,,,0.0,0.0
Fanfare,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Farm2Kitchen,,,,0.0,0.0
Faxport,DistributorsHardtoIdentify,,,0.0,0.0
Feedchain (PreICO),NoMatch,,,0.0,0.0
Feon,NoMatch,,,0.0,0.0
Fiancia Coin,NoTokenTransfer,,,0.0,0.0
Fidelity House,,,,0.0,0.0
Fiii,NoTokenTransfer,,,0.0,0.0
FinTech Coin,OK,0x3fcda408442d550fa6a142505d22a943a64f41e0,,0.0,0.0
FinanceX,transfer after ending,,,0.0,0.0
Finlocale,OK,0xe0f4aee08710ddda937d2984f4abfd66ce6c82ff,,0.0,0.0
Finterra,,,,0.0,0.0
Fire Lotto,transfer after ending,,,0.0,0.0
Firmo,NoMatch,,,0.0,0.0
First Token Asia,NoTokenTransfer,,,0.0,0.0
Fishcoin,NoMatch,,,0.0,0.0
Fissacoin,NonERC20,,,0.0,0.0
FitVitalik,NoMatch,,,0.0,0.0
Fitblox,,,,0.0,0.0
Flashmoni,transfer after ending,,,0.0,0.0
Flexion,OK,0xa17e797bc064580f83911e69255704fe12bce249,,0.0,0.0
Floaterium,NoMatch,,,0.0,0.0
Flowfeed,NoMatch,,,0.0,0.0
Fluxorin,NoMatch,,,0.0,0.0
Flying Money,CancelledICO,,,0.0,0.0
Fobscoin,NoTokenTransfer,,,0.0,0.0
Fondocoin,NoMatch,,,0.0,0.0
FoodCoin,transfer after ending,,,0.0,0.0
FootStar,NoTokenTransfer,,,0.0,0.0
Forest Foundation,NoTokenTransfer,,,0.0,0.0
Foresting,DistributorsHardtoIdentify,,,0.0,0.0
Forever Has Fallen,transfer after ending,,,0.0,0.0
ForgeCDN,NoTokenTransfer,,,0.0,0.0
Formosa Financial,transfer after ending,,,0.0,0.0
Forty Seven Bank,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Fox Trading,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Fractal Token CrowdSale,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Frasindo,NonERC20,,,0.0,0.0
Free Market Token,NonERC20,,,0.0,0.0
FreeZone,NoMatch,,,0.0,0.0
Fund Platform,NonERC20,,,0.0,0.0
FundRequest,AlreadyinPreviousFile,,,0.0,0.0
Future Coin Light,NoMatch,,,0.0,0.0
Future1Coin,transfer after ending,,,0.0,0.0
G-Coin,NoMatch,,,0.0,0.0
G-Global,NoTokenTransfer,,,0.0,0.0
GAMB,transfer after ending,,,0.0,0.0
GANA,OK,0xfc543ba94943da77236d38d1cbe6bd9c7b945dfc,,0.0,0.0
GBPT,,,,0.0,0.0
GBX,NoMatch,,,0.0,0.0
GCBIB,NoMatch,,,0.0,0.0
GDPR.Cash,transfer after ending,,,0.0,0.0
GECKO Crypto1,NoMatch,,,0.0,0.0
GENEXI,NoMatch,,,0.0,0.0
GG World Lottery,NoMatch,,,0.0,0.0
GIFcoin,AlreadyinPreviousFile,,,0.0,0.0
GINEX,NoTokenTransfer,,,0.0,0.0
GL TOKEN,NoTokenTransfer,,,0.0,0.0
GLEDOS,NoMatch,,,0.0,0.0
GO CUBO LODGE CLUB,NoMatch,,,0.0,0.0
GOToken,transfer after ending,,,0.0,0.0
GOeureka,transfer after ending,,,0.0,0.0
GPCC  - Global Protected Crypto Copyright,NoTokenTransfer,,,0.0,0.0
GPN COIN,OK,0x5f5affd524e4f0efffa61e25f85c05aff37de051,,67.0,0.0
GRE,ICODateSeemsWrong,,,0.0,0.0
GRE8,NoTokenTransfer,,,0.0,0.0
GYM Ledger,DistributorsHardtoIdentify,,,0.0,0.0
Gabro,OK,0xf54f1bdd09be61d2d92687b25a12d91fafdf94fc,,6.0,4.0
Gagapay Network,NonERC20,,,0.0,0.0
Gainfy,,,,0.0,0.0
Gainz Token,NoTokenTransfer,,,0.0,0.0
Galaxy eSolutions,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Gallactic,NoTokenTransfer,,,0.0,0.0
Gamblica,OK,,,0.0,0.0
Game Fanz,OK,0x3930e4ddb4d24ef2f4cb54c1f009a3694b708428,,0.0,0.0
Game Stars,OK,0x02d105f68abf0cb98416fd018a25230e80974abf,,0.0,0.0
Gameloot,NoMatch,,,0.0,0.0
Garnet,NoTokenTransfer,,,0.0,0.0
Garuda Energy,transfer after ending,,,0.0,0.0
GasCompressorCoin,NoMatch,,,0.0,0.0
Gastery,ICODateSeemsWrong,,,0.0,0.0
Gaus,NoTokenTransfer,,,0.0,0.0
GaxCoin,OK,0x8a19501c2842be5110f4dc12234fb788ba1f5a97,,0.0,0.0
Gazellefund,NoMatch,,,0.0,0.0
Geekzcode,NoMatch,,,0.0,0.0
Gem4me Market Space,,,,0.0,0.0
Gems,AlreadyinPreviousFile,,,0.0,0.0
Genesis,NoMatch,,,0.0,0.0
Genesis Space,NoMatch,,,0.0,0.0
Germoney,NoTokenTransfer,,,0.0,0.0
Gese (PreICO),transfer after ending,,,0.0,0.0
Get Achieve,OK,0x1aff1fa1fb9e83f91e660e64247cbd6d62d220e0,,0.0,0.0
Get Do It,NoMatch,,,0.0,0.0
Gift Token,NoTokenTransfer,,,0.0,0.0
Giftcoin,OK,0x0f72b988c30a4e4472607703c3363dcfe0f58e0d,,0.0,0.0
GigaHash Miner,NoTokenTransfer,,,0.0,0.0
Gigzi,,,,0.0,0.0
Gimmer,AlreadyinPreviousFile,,,0.0,0.0
Gizer,AlreadyinPreviousFile,,,0.0,0.0
GlitzKoin,NonERC20,,,0.0,0.0
Global Pay Net,NonERC20,,,0.0,0.0
Global RE Bitcoin,NoTokenTransfer,,,0.0,0.0
Global REIT,transfer after ending,,,0.0,0.0
Global Shrimp Coin,NoTokenTransfer,,,0.0,0.0
Global Spy,NoTokenTransfer,0x0000000000000000000000000000000000000000,,0.0,0.0
Global Tech,OK,0x69f8c1604f27475af9f872e07c2e6a56b485dacf,,7.0,0.0
GlobalCarService,OK,"0x0000000000000000000000000000000000000000,0x3dac68f3c3a3a12d1a98d314e574215552143e86",,0.0,0.0
Globatalent,transfer after ending,,,0.0,0.0
GlobeCas (PreICO),NoMatch,,,0.0,0.0
GlobexSCI,OK,0x845565dfeec2d3eeb1583cf3a6336428be59c19b,,0.0,0.0
Globo,NoMatch,,,0.0,0.0
Gnome Invasion,NoMatch,,,0.0,0.0
GoChain,NoMatch,,,0.0,0.0
GoHelpFund,transfer after ending,,,0.0,0.0
Godbex,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Gold Bits Coin,OK,0xc8058d59e208399b76e66da1ec669dd6b1bee2ea,,0.0,0.0
Gold Byte Coin,,,,0.0,0.0
Gold Mine,NoTokenTransfer,,,0.0,0.0
GoldBox.io,OK,0xa9cd57e9270532bf376e31e5ea31186c2bfd1d78,,0.0,0.0
GoldMineCoin,NoTokenTransfer,,,0.0,0.0
Goldea,OK,"0x3076d20cef23cf934fc6f857eb97e2baa63fc9fb,0x1ada104c71d837ee35f5eac6b465c0526f21bf27",,0.0,0.0
Golden Fleece,DistributorsHardtoIdentify,,,0.0,0.0
Goldiam,OK,0x0f1f2c619fa8a05fcce5233aa8c67e943d1957ee,,0.0,0.0
Goldma,NonERC20,,,0.0,0.0
Grabameal,NoMatch,,,0.0,0.0
Grain.io,,,,0.0,0.0
GramGold Token,transfer after ending,,,0.0,0.0
Gramarye Media,NoMatch,,,0.0,0.0
Gramaton Token,NoTokenTransfer,,,0.0,0.0
Grapevine,transfer after ending,,,0.0,0.0
GraphGrail AI,transfer after ending,,,0.0,0.0
GraphenTech,,,,0.0,0.0
Gratzio,NonERC20,,,0.0,0.0
Graz,NoMatch,,,0.0,0.0
GreenWorld Farm,ICODateSeemsWrong,,,0.0,0.0
GreenX,transfer after ending,,,0.0,0.0
Greenhashes,NonERC20,,,0.0,0.0
Greenish,NonERC20,,,0.0,0.0
Greentoken,ICODateSeemsWrong,,,0.0,0.0
Gric,,,,0.0,0.0
Grid Plus,,,,0.0,0.0
GrocerCoin,NoTokenTransfer,,,0.0,0.0
Gron Digital,ICODateSeemsWrong,0x004e6f03648b0b0f529511697b0f36a463a24836,,0.0,0.0
Grow & Mine,NoMatch,,,0.0,0.0
GrowPayment,NoMatch,,,0.0,0.0
Guardium,NonERC20,,,0.0,0.0
H2SOL,NoMatch,,,0.0,0.0
HAI Project,NoMatch,,,0.0,0.0
HARA,transfer after ending,,,0.0,0.0
HDCoin,NoTokenTransfer,,,0.0,0.0
HEdpAY,OK,0x012a1ee336fbe10a2f05ff93f3985657f48a0037,,2.0,0.0
HI-TEK,NonERC20,,,0.0,0.0
HIGHER,NoTokenTransfer,,,0.0,0.0
HOLD,transfer after ending,,,0.0,0.0
HOSTCOIN,NonERC20,,,0.0,0.0
HPAY Coin,transfer after ending,,,0.0,0.0
HPQ,NoMatch,,,0.0,0.0
HPlus,NonERC20,,,0.0,0.0
HTFx,,,,0.0,0.0
HUYUcoin,NonERC20,,,0.0,0.0
HYCON,NonERC20,,,0.0,0.0
Habibicoin,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
Habricks,NoMatch,,,0.0,0.0
Hada DBank,AlreadyinPreviousFile,,,0.0,0.0
Hamster Marketplace,transfer after ending,,,0.0,0.0
Handelion,DistributorsHardtoIdentify,,,0.0,0.0
Harapan,,,,0.0,0.0
Harbor,NoTokenTransfer,,,0.0,0.0
HashByte,OK,,,0.0,0.0
HashCard,OK,0x7acc4b2272e3f5f691f7447c16eb1b71890ced9c,,0.0,0.0
HashHive,NonERC20,,,0.0,0.0
Hashgains,OK,0x1312f8f9bf5703c75c37bb339692a468a153eeb4,,0.0,0.0
Hazeian,NoMatch,,,0.0,0.0
Hazza,transfer after ending,,,0.0,0.0
HealthHeart,transfer after ending,,,0.0,0.0
Healthureum,NoMatch,,,0.0,0.0
Healthy Corporation,,,,0.0,0.0
HeartBout,AlreadyinPreviousFile,,,0.0,0.0
Hedge.pro,NoTokenTransfer,,,0.0,0.0
Hedger,OK,0x3f2d8f12a3e4fcad05564da151c7cbc47e31b517,,0.0,0.0
HeliosCoin,NoMatch,,,0.0,0.0
Helveticoin,NoTokenTransfer,,,0.0,0.0
Hereda Hashgraph,NonERC20,,,0.0,0.0
Hero,NoTokenTransfer,,,0.0,0.0
HeroesJourney,NoTokenTransfer,,,0.0,0.0
HetaChain,NoMatch,,,0.0,0.0
"Hey, Be Well",CancelledICO,,,0.0,0.0
HiHealth,NoMatch,,,0.0,0.0
HighSeek,NonERC20,,,0.0,0.0
HireGo,OK,0x2ce8a025f3a547d75d69bb9f6a55b279638e4b2e,,2.0,1072.0
Hive Power,OK,0x0000000000000000000000000000000000000000,,0.0,0.0
